customer_id,age_range,gender,region,registration_month,customer_segment
CUST_204037,65+,Male,Azerbaijan,2022-05,
CUST_204042,55-64,Male,Turkey,2022-01,
CUST_204043,65+,Male,Bulgaria,2022-01,
CUST_204045,45-54,Female,Germany,2022-10,
CUST_204047,55-64,Female,Turkey,2022-02,
CUST_204048,65+,Female,Bulgaria,2022-03,
CUST_204049,18-24,Male,Netherlands,2022-01,
CUST_204050,25-34,Female,Germany,2022-01,
CUST_204054,25-34,Male,Netherlands,2022-01,
CUST_204058,25-34,Female,Netherlands,2022-01,
CUST_204060,45-54,Female,Greece,2022-03,
CUST_204070,18-24,Male,Turkey,2022-01,
CUST_204073,18-24,Female,Bulgaria,2022-01,
CUST_204077,55-64,Female,Bulgaria,2022-03,
CUST_204083,25-34,Male,Turkey,2022-01,
CUST_204085,18-24,Male,Turkey,2022-01,
CUST_204088,55-64,Male,Bulgaria,2022-11,
CUST_204089,45-54,Female,Turkey,2022-01,
CUST_204094,25-34,Female,Turkey,2022-01,
CUST_204095,25-34,Male,Bulgaria,2022-04,
CUST_204096,45-54,Female,Turkey,2022-09,
CUST_204099,65+,Female,Turkey,2022-09,
CUST_204100,55-64,Male,Germany,2022-02,
CUST_204101,65+,Male,Romania,2022-01,
CUST_204102,65+,Male,Germany,2022-05,
CUST_204103,55-64,Female,Turkey,2022-01,
CUST_204105,55-64,Female,Germany,2022-03,
CUST_204107,45-54,Female,Kosovo,2022-02,
CUST_204116,55-64,Male,Azerbaijan,2022-06,
CUST_204118,45-54,Male,Turkey,2022-01,
CUST_204119,45-54,Male,Germany,2022-02,
CUST_204120,55-64,Female,Germany,2022-12,
CUST_204125,55-64,Male,Romania,2022-01,
CUST_204126,55-64,Female,Azerbaijan,2022-02,
CUST_204130,65+,Male,Bulgaria,2022-01,
CUST_204131,65+,Male,Azerbaijan,2022-01,
CUST_204132,55-64,Female,Germany,2022-01,
CUST_204143,65+,Male,Germany,2022-11,
CUST_204144,25-34,Female,Turkey,2022-02,
CUST_204146,25-34,Male,Turkey,2022-08,
CUST_204159,35-44,Male,Bulgaria,2022-01,
CUST_204161,35-44,Male,Azerbaijan,2022-04,
CUST_2041610,55-64,Female,Bulgaria,2022-09,
CUST_204163,35-44,Male,Azerbaijan,2022-01,
CUST_204164,65+,Female,Germany,2022-01,
CUST_204173,45-54,Female,Greece,2022-01,
CUST_204174,45-54,Male,Germany,2022-05,
CUST_204175,45-54,Male,Kosovo,2022-05,
CUST_204176,18-24,Male,Turkey,2022-04,
CUST_204177,55-64,Female,Turkey,2022-04,
CUST_204180,55-64,Male,Netherlands,2022-02,
CUST_204181,45-54,Female,Bulgaria,2022-01,
CUST_204182,18-24,Male,Turkey,2022-06,
CUST_204183,35-44,Female,Netherlands,2022-06,
CUST_204189,35-44,Female,Germany,2022-03,
CUST_204211,65+,Male,Germany,2022-01,
CUST_204212,35-44,Female,Azerbaijan,2022-01,
CUST_204213,35-44,Male,Germany,2022-01,
CUST_204215,25-34,Female,Germany,2022-07,
CUST_204220,65+,Female,Germany,2022-09,
CUST_204221,55-64,Male,Greece,2022-09,
CUST_204229,65+,Female,Greece,2022-08,
CUST_204234,65+,Male,Netherlands,2022-10,
CUST_204237,25-34,Female,Germany,2022-12,
CUST_204243,55-64,Male,Turkey,2022-10,
CUST_204244,45-54,Female,Netherlands,2022-12,
CUST_204245,45-54,Male,Poland,2022-12,
CUST_204246,18-24,Male,Kosovo,2022-01,
CUST_204256,45-54,Female,Italy,2022-05,
CUST_204261,65+,Male,Netherlands,2022-06,
CUST_204262,25-34,Male,Germany,2022-06,
CUST_204266,55-64,Female,Azerbaijan,2022-02,
CUST_204267,45-54,Female,Romania,2022-03,
CUST_204272,65+,Male,Greece,2022-03,
CUST_204274,35-44,Female,Bulgaria,2022-01,
CUST_204275,25-34,Male,Bulgaria,2022-04,
CUST_204276,65+,Female,Turkey,2022-08,
CUST_204281,55-64,Female,Netherlands,2022-01,
CUST_204282,55-64,Male,Greece,2022-03,
CUST_204284,55-64,Female,Netherlands,2022-03,
CUST_204285,55-64,Male,Romania,2022-08,
CUST_204293,55-64,Male,Azerbaijan,2022-01,
CUST_204298,65+,Female,Netherlands,2022-04,
CUST_204299,65+,Female,Kosovo,2022-03,
CUST_204301,55-64,Female,Netherlands,2022-08,
CUST_204303,65+,Female,Turkey,2022-03,
CUST_204307,45-54,Male,Azerbaijan,2022-03,
CUST_204318,18-24,Female,Germany,2022-01,
CUST_204319,55-64,Male,Greece,2022-07,
CUST_204320,65+,Male,Romania,2022-07,
CUST_204321,55-64,Female,Germany,2022-06,
CUST_204324,18-24,Female,Greece,2022-10,
CUST_204326,55-64,Male,Bulgaria,2022-08,
CUST_204327,45-54,Male,Kosovo,2022-01,
CUST_204328,55-64,Male,Turkey,2022-03,
CUST_204329,55-64,Female,Greece,2022-10,
CUST_204339,65+,Female,Netherlands,2022-01,
CUST_204340,18-24,Female,Bulgaria,2022-01,
CUST_204343,65+,Female,Poland,2022-01,
CUST_204345,18-24,Male,Turkey,2022-03,
CUST_204349,25-34,Female,Turkey,2022-11,
CUST_204350,55-64,Female,Turkey,2022-11,
CUST_204351,55-64,Male,Turkey,2022-01,
CUST_204352,25-34,Female,Bulgaria,2022-07,
CUST_204357,55-64,Male,Greece,2022-05,
CUST_204360,25-34,Male,Bulgaria,2022-05,
CUST_204363,45-54,Female,Kosovo,2022-01,
CUST_204364,25-34,Male,Kosovo,2022-02,
CUST_204366,35-44,Male,Bulgaria,2022-01,
CUST_204367,65+,Male,Germany,2022-01,
CUST_204370,35-44,Male,Turkey,2022-02,
CUST_204371,55-64,Female,Azerbaijan,2022-01,
CUST_204377,55-64,Female,Germany,2022-03,
CUST_204380,65+,Female,Azerbaijan,2022-02,
CUST_204386,25-34,Male,Turkey,2022-01,
CUST_204396,25-34,Female,Azerbaijan,2022-05,
CUST_204397,45-54,Male,Bulgaria,2022-05,
CUST_204398,25-34,Female,Bulgaria,2022-04,
CUST_204399,35-44,Male,Poland,2022-04,
CUST_204400,55-64,Female,Romania,2022-08,
CUST_204401,65+,Male,Germany,2022-01,
CUST_204404,35-44,Female,Greece,2022-01,
CUST_204405,55-64,Male,Poland,2022-04,
CUST_204409,55-64,Female,Bulgaria,2022-05,
CUST_204410,65+,Male,Bulgaria,2022-05,
CUST_204414,55-64,Female,Germany,2022-01,
CUST_204416,45-54,Female,Azerbaijan,2022-08,
CUST_204417,45-54,Female,Azerbaijan,2022-01,
CUST_2044170,35-44,Male,Greece,2022-01,
CUST_204419,25-34,Male,Germany,2022-01,
CUST_204420,65+,Male,Kosovo,2022-08,
CUST_204427,25-34,Male,Turkey,2022-03,
CUST_204428,45-54,Male,Greece,2022-03,
CUST_204429,65+,Female,Netherlands,2022-02,
CUST_204431,25-34,Male,Germany,2022-10,
CUST_204438,65+,Female,Germany,2022-03,
CUST_204445,25-34,Male,Germany,2022-12,
CUST_204448,35-44,Male,Kosovo,2022-07,
CUST_204449,35-44,Female,Bulgaria,2022-04,
CUST_204450,45-54,Female,Bulgaria,2022-01,
CUST_204451,18-24,Female,Netherlands,2022-07,
CUST_204452,55-64,Male,Kosovo,2022-04,
CUST_204455,55-64,Male,Turkey,2022-01,
CUST_204456,55-64,Male,Netherlands,2022-01,
CUST_204457,25-34,Female,Italy,2022-01,
CUST_204458,25-34,Female,Turkey,2022-12,
CUST_204465,35-44,Male,Greece,2022-01,
CUST_204476,45-54,Female,Bulgaria,2022-01,
CUST_204477,55-64,Male,Azerbaijan,2022-01,
CUST_204478,55-64,Male,Germany,2022-02,
CUST_204481,45-54,Female,Poland,2022-04,
CUST_204485,25-34,Female,Netherlands,2022-12,
CUST_204488,65+,Female,Poland,2022-04,
CUST_204491,18-24,Male,Germany,2022-09,
CUST_204494,18-24,Female,Azerbaijan,2022-02,
CUST_204496,25-34,Female,Greece,2022-11,
CUST_204500,65+,Female,Greece,2022-01,
CUST_204505,55-64,Male,Germany,2022-01,
CUST_204507,35-44,Female,Greece,2022-02,
CUST_2045070,25-34,Male,Turkey,2022-12,
CUST_204509,55-64,Female,Netherlands,2022-01,
CUST_204516,25-34,Female,Netherlands,2022-12,
CUST_204517,35-44,Male,Greece,2022-08,
CUST_204519,55-64,Female,Poland,2022-05,
CUST_204523,35-44,Male,Netherlands,2022-03,
CUST_204524,35-44,Male,Greece,2022-10,
CUST_204525,25-34,Male,Greece,2022-03,
CUST_204527,45-54,Female,Kosovo,2022-03,
CUST_2045270,35-44,Male,Kosovo,2022-12,
CUST_204528,35-44,Female,Poland,2022-04,
CUST_204532,25-34,Male,Greece,2022-03,
CUST_204541,65+,Male,Netherlands,2022-01,
CUST_204544,55-64,Female,Greece,2022-01,
CUST_204549,35-44,Male,Netherlands,2022-11,
CUST_204554,35-44,Female,Azerbaijan,2022-05,
CUST_204556,35-44,Female,Azerbaijan,2022-03,
CUST_204557,25-34,Male,Netherlands,2022-03,
CUST_204558,25-34,Female,Turkey,2022-10,
CUST_204562,25-34,Male,Greece,2022-04,
CUST_204563,55-64,Male,Netherlands,2022-04,
CUST_204570,18-24,Male,Turkey,2022-01,
CUST_204571,55-64,Female,Turkey,2022-04,
CUST_204572,25-34,Male,Kosovo,2022-04,
CUST_204578,55-64,Female,Netherlands,2022-01,
CUST_204579,25-34,Female,Bulgaria,2022-01,
CUST_204581,65+,Female,Germany,2022-01,
CUST_204592,45-54,Male,Bulgaria,2022-02,
CUST_204597,45-54,Male,Netherlands,2022-11,
CUST_204600,65+,Male,Turkey,2022-04,
CUST_204601,25-34,Female,Germany,2022-04,
CUST_204606,55-64,Male,Turkey,2022-01,
CUST_204609,45-54,Female,Germany,2022-12,
CUST_204612,65+,Female,Greece,2022-01,
CUST_204613,35-44,Female,Greece,2022-02,
CUST_204614,55-64,Male,Azerbaijan,2022-12,
CUST_204615,65+,Female,Bulgaria,2022-12,
CUST_204618,45-54,Male,Germany,2022-11,
CUST_204620,55-64,Female,Germany,2022-01,
CUST_204622,45-54,Female,Turkey,2022-01,
CUST_204623,35-44,Male,Bulgaria,2022-01,
CUST_204624,45-54,Female,Kosovo,2022-01,
CUST_204628,65+,Male,Azerbaijan,2022-01,
CUST_204629,45-54,Male,Azerbaijan,2022-01,
CUST_204630,35-44,Female,Azerbaijan,2022-11,
CUST_204631,45-54,Male,Azerbaijan,2022-09,
CUST_204633,25-34,Female,Germany,2022-09,
CUST_204634,25-34,Female,Greece,2022-10,
CUST_204637,25-34,Male,Bulgaria,2022-05,
CUST_204640,65+,Male,Netherlands,2022-04,
CUST_204643,45-54,Female,Netherlands,2022-06,
CUST_204648,45-54,Female,Azerbaijan,2022-07,
CUST_204649,55-64,Male,Netherlands,2022-09,
CUST_204650,45-54,Male,Greece,2022-01,
CUST_204653,25-34,Male,Germany,2022-03,
CUST_204665,45-54,Male,Turkey,2022-01,
CUST_204674,25-34,Male,Germany,2022-06,
CUST_204676,25-34,Female,Kosovo,2022-11,
CUST_204678,55-64,Male,Turkey,2022-11,
CUST_204682,65+,Female,Poland,2022-04,
CUST_204688,25-34,Female,Kosovo,2022-02,
CUST_204690,45-54,Female,Germany,2022-01,
CUST_204691,65+,Female,Kosovo,2022-02,
CUST_204694,65+,Male,Kosovo,2022-10,
CUST_204704,45-54,Female,Germany,2022-01,
CUST_204705,55-64,Female,Italy,2022-08,
CUST_204710,55-64,Male,Greece,2022-03,
CUST_204716,45-54,Male,Germany,2022-06,
CUST_204717,25-34,Female,Turkey,2022-03,
CUST_204718,55-64,Male,Germany,2022-06,
CUST_204722,55-64,Male,Turkey,2022-07,
CUST_204723,55-64,Male,Germany,2022-07,
CUST_204727,55-64,Male,Turkey,2022-09,
CUST_204729,55-64,Male,Turkey,2022-06,
CUST_204730,65+,Female,Azerbaijan,2022-10,
CUST_204732,35-44,Male,Netherlands,2022-01,
CUST_204733,45-54,Male,Italy,2022-02,
CUST_204734,45-54,Female,Bulgaria,2022-05,
CUST_204739,65+,Male,Bulgaria,2022-10,
CUST_204742,35-44,Female,Turkey,2022-10,
CUST_204745,65+,Male,Greece,2022-11,
CUST_204747,55-64,Female,Greece,2022-11,
CUST_204748,18-24,Male,Kosovo,2022-05,
CUST_204749,25-34,Male,Bulgaria,2022-01,
CUST_204750,25-34,Female,Bulgaria,2022-01,
CUST_204758,25-34,Male,Bulgaria,2022-03,
CUST_204761,55-64,Female,Greece,2022-05,
CUST_204763,55-64,Female,Kosovo,2022-05,
CUST_204770,55-64,Female,Romania,2022-11,
CUST_204771,45-54,Male,Bulgaria,2022-09,
CUST_204773,65+,Female,Germany,2022-07,
CUST_204778,55-64,Female,Greece,2022-01,
CUST_204779,35-44,Female,Turkey,2022-03,
CUST_204782,45-54,Male,Turkey,2022-03,
CUST_204788,55-64,Male,Turkey,2022-01,
CUST_204792,45-54,Male,Germany,2022-01,
CUST_204793,45-54,Female,Turkey,2022-01,
CUST_204795,65+,Male,Germany,2022-01,
CUST_204796,55-64,Male,Turkey,2022-02,
CUST_204812,65+,Male,Azerbaijan,2022-02,
CUST_204813,55-64,Female,Germany,2022-02,
CUST_204814,35-44,Male,Bulgaria,2022-01,
CUST_204815,55-64,Male,Netherlands,2022-01,
CUST_204816,45-54,Female,Netherlands,2022-01,
CUST_204817,55-64,Male,Poland,2022-01,
CUST_204822,65+,Male,Kosovo,2022-01,
CUST_204823,45-54,Male,Greece,2022-04,
CUST_204825,55-64,Female,Greece,2022-02,
CUST_204826,65+,Male,Kosovo,2022-02,
CUST_204827,55-64,Male,Bulgaria,2022-09,
CUST_204828,55-64,Male,Romania,2022-03,
CUST_204830,25-34,Female,Turkey,2022-06,
CUST_204834,35-44,Female,Bulgaria,2022-10,
CUST_204836,25-34,Male,Turkey,2022-10,
CUST_204837,25-34,Male,Azerbaijan,2022-01,
CUST_204838,65+,Female,Bulgaria,2022-10,
CUST_204841,65+,Female,Greece,2022-01,
CUST_204850,25-34,Female,Italy,2022-05,
CUST_204852,55-64,Male,Greece,2022-07,
CUST_204853,45-54,Male,Kosovo,2022-07,
CUST_204860,45-54,Female,Bulgaria,2022-01,
CUST_204861,25-34,Female,Turkey,2022-01,
CUST_204864,65+,Female,Netherlands,2022-01,
CUST_204865,45-54,Female,Turkey,2022-11,
CUST_204868,65+,Female,Poland,2022-08,
CUST_204873,45-54,Female,Turkey,2022-10,
CUST_204881,18-24,Female,Germany,2022-02,
CUST_204886,25-34,Female,Kosovo,2022-02,
CUST_204889,35-44,Male,Turkey,2022-04,
CUST_204892,45-54,Female,Azerbaijan,2022-01,
CUST_204893,18-24,Female,Greece,2022-01,
CUST_2048930,25-34,Female,Netherlands,2022-06,
CUST_204894,65+,Female,Germany,2022-02,
CUST_204898,25-34,Female,Greece,2022-02,
CUST_204904,25-34,Female,Germany,2022-07,
CUST_204928,65+,Male,Azerbaijan,2022-05,
CUST_204933,25-34,Male,Turkey,2022-01,
CUST_204940,35-44,Male,Greece,2022-01,
CUST_204942,65+,Male,Turkey,2022-11,
CUST_204944,35-44,Male,Turkey,2022-11,
CUST_204948,25-34,Male,Netherlands,2022-03,
CUST_204949,55-64,Female,Kosovo,2022-01,
CUST_204950,65+,Male,Turkey,2022-03,
CUST_204951,35-44,Female,Azerbaijan,2022-11,
CUST_204959,55-64,Female,Azerbaijan,2022-08,
CUST_204961,65+,Female,Bulgaria,2022-01,
CUST_204966,65+,Male,Germany,2022-10,
CUST_204969,65+,Female,Azerbaijan,2022-01,
CUST_204976,55-64,Male,Azerbaijan,2022-09,
CUST_204979,45-54,Male,Bulgaria,2022-01,
CUST_204980,25-34,Female,Greece,2022-01,
CUST_204981,18-24,Male,Netherlands,2022-01,
CUST_204987,45-54,Male,Bulgaria,2022-11,
CUST_204988,55-64,Female,Greece,2022-02,
CUST_205001,35-44,Male,Greece,2022-07,
CUST_205002,55-64,Female,Bulgaria,2022-11,
CUST_205003,45-54,Female,Greece,2022-01,
CUST_205004,65+,Female,Bulgaria,2022-04,
CUST_205005,45-54,Female,Bulgaria,2022-09,
CUST_205007,55-64,Male,Romania,2022-09,
CUST_205008,55-64,Male,Turkey,2022-11,
CUST_205019,65+,Female,Turkey,2022-07,
CUST_205022,55-64,Female,Turkey,2022-01,
CUST_205024,25-34,Male,Turkey,2022-03,
CUST_205037,65+,Male,Azerbaijan,2022-11,
CUST_205042,18-24,Male,Bulgaria,2022-09,
CUST_205043,25-34,Female,Turkey,2022-04,
CUST_205044,35-44,Female,Kosovo,2022-02,
CUST_205048,55-64,Male,Bulgaria,2022-04,
CUST_205062,65+,Male,Germany,2022-12,
CUST_205063,65+,Female,Azerbaijan,2022-01,
CUST_205066,55-64,Male,Bulgaria,2022-03,
CUST_205067,35-44,Female,Bulgaria,2022-05,
CUST_205077,55-64,Female,Bulgaria,2022-06,
CUST_205081,45-54,Male,Bulgaria,2022-11,
CUST_205082,55-64,Male,Kosovo,2022-05,
CUST_205083,55-64,Male,Romania,2022-01,
CUST_205085,35-44,Female,Bulgaria,2022-02,
CUST_205086,45-54,Female,Turkey,2022-02,
CUST_205087,45-54,Male,Bulgaria,2022-01,
CUST_205089,35-44,Female,Kosovo,2022-01,
CUST_205097,25-34,Male,Kosovo,2022-01,
CUST_205100,35-44,Female,Kosovo,2022-05,
CUST_205103,55-64,Female,Turkey,2022-01,
CUST_205105,25-34,Male,Germany,2022-04,
CUST_205106,35-44,Female,Greece,2022-01,
CUST_205110,35-44,Female,Kosovo,2022-11,
CUST_205115,45-54,Female,Turkey,2022-03,
CUST_205116,65+,Female,Turkey,2022-12,
CUST_205121,45-54,Female,Bulgaria,2022-06,
CUST_205123,25-34,Male,Germany,2022-06,
CUST_205124,35-44,Female,Italy,2022-11,
CUST_205125,65+,Male,Greece,2022-01,
CUST_205126,45-54,Male,Germany,2022-01,
CUST_205130,45-54,Male,Germany,2022-01,
CUST_205141,45-54,Male,Germany,2022-01,
CUST_205152,55-64,Male,Germany,2022-02,
CUST_205153,45-54,Female,Greece,2022-06,
CUST_205157,65+,Female,Bulgaria,2022-08,
CUST_205166,25-34,Male,Azerbaijan,2022-10,
CUST_205167,25-34,Male,Germany,2022-10,
CUST_205171,35-44,Female,Turkey,2022-03,
CUST_205176,45-54,Female,Azerbaijan,2022-09,
CUST_205178,25-34,Male,Kosovo,2022-01,
CUST_205181,45-54,Female,Azerbaijan,2022-11,
CUST_205185,55-64,Female,Turkey,2022-11,
CUST_205188,45-54,Male,Turkey,2022-01,
CUST_205190,45-54,Female,Bulgaria,2022-02,
CUST_205193,35-44,Male,Greece,2022-05,
CUST_205194,18-24,Male,Bulgaria,2022-05,
CUST_205195,45-54,Male,Netherlands,2022-07,
CUST_205196,45-54,Female,Greece,2022-07,
CUST_205199,65+,Female,Turkey,2022-01,
CUST_205204,55-64,Male,Turkey,2022-08,
CUST_205209,55-64,Female,Greece,2022-10,
CUST_205225,55-64,Female,Bulgaria,2022-01,
CUST_205226,25-34,Female,Turkey,2022-01,
CUST_205227,35-44,Female,Germany,2022-09,
CUST_205235,55-64,Male,Azerbaijan,2022-09,
CUST_205241,65+,Female,Greece,2022-05,
CUST_205248,65+,Female,Bulgaria,2022-03,
CUST_205251,65+,Male,Germany,2022-02,
CUST_205255,35-44,Male,Kosovo,2022-03,
CUST_205256,55-64,Female,Greece,2022-03,
CUST_205258,55-64,Female,Greece,2022-11,
CUST_205262,18-24,Male,Germany,2022-10,
CUST_205267,55-64,Male,Greece,2022-01,
CUST_205270,25-34,Female,Greece,2022-01,
CUST_2052700,65+,Female,Netherlands,2022-05,
CUST_205271,35-44,Male,Germany,2022-01,
CUST_205286,45-54,Male,Bulgaria,2022-01,
CUST_205300,35-44,Female,Romania,2022-01,
CUST_205305,45-54,Male,Bulgaria,2022-04,
CUST_205307,65+,Male,Germany,2022-10,
CUST_205309,65+,Female,Germany,2022-10,
CUST_205310,45-54,Male,Greece,2022-07,
CUST_205311,65+,Female,Turkey,2022-07,
CUST_205324,65+,Male,Germany,2022-04,
CUST_205326,65+,Male,Bulgaria,2022-06,
CUST_205327,45-54,Male,Turkey,2022-09,
CUST_205328,18-24,Male,Azerbaijan,2022-06,
CUST_205330,65+,Male,Azerbaijan,2022-09,
CUST_205334,25-34,Female,Bulgaria,2022-02,
CUST_205339,35-44,Female,Germany,2022-03,
CUST_205348,65+,Male,Turkey,2022-01,
CUST_205350,55-64,Male,Greece,2022-03,
CUST_205356,55-64,Female,Greece,2022-04,
CUST_205363,18-24,Male,Romania,2022-01,
CUST_205364,35-44,Female,Bulgaria,2022-01,
CUST_205366,25-34,Female,Kosovo,2022-02,
CUST_205367,45-54,Male,Germany,2022-02,
CUST_205372,18-24,Female,Netherlands,2022-04,
CUST_205374,25-34,Female,Turkey,2022-12,
CUST_205377,35-44,Male,Azerbaijan,2022-01,
CUST_205378,55-64,Female,Italy,2022-01,
CUST_205387,65+,Male,Germany,2022-01,
CUST_205389,55-64,Male,Netherlands,2022-01,
CUST_205390,65+,Male,Germany,2022-06,
CUST_205392,35-44,Female,Romania,2022-05,
CUST_205393,65+,Female,Turkey,2022-05,
CUST_205394,45-54,Male,Germany,2022-01,
CUST_205395,45-54,Female,Netherlands,2022-01,
CUST_205396,35-44,Male,Azerbaijan,2022-01,
CUST_205400,45-54,Female,Azerbaijan,2022-01,
CUST_205401,45-54,Male,Kosovo,2022-03,
CUST_205404,55-64,Female,Bulgaria,2022-01,
CUST_205405,45-54,Female,Turkey,2022-11,
CUST_205406,55-64,Male,Germany,2022-11,
CUST_205407,25-34,Female,Greece,2022-07,
CUST_205413,35-44,Female,Bulgaria,2022-02,
CUST_205414,65+,Female,Netherlands,2022-02,
CUST_205418,18-24,Female,Turkey,2022-02,
CUST_205419,35-44,Female,Netherlands,2022-02,
CUST_205419000,55-64,Female,Greece,2022-02,
CUST_205420,55-64,Female,Turkey,2022-01,
CUST_205421,25-34,Female,Bulgaria,2022-01,
CUST_205426,55-64,Female,Germany,2022-03,
CUST_205428,45-54,Male,Germany,2022-02,
CUST_205429,25-34,Male,Turkey,2022-12,
CUST_205431,25-34,Male,Azerbaijan,2022-12,
CUST_205434,25-34,Male,Kosovo,2022-01,
CUST_205435,65+,Female,Netherlands,2022-03,
CUST_205438,45-54,Female,Germany,2022-10,
CUST_205439,35-44,Male,Germany,2022-10,
CUST_205448,25-34,Female,Italy,2022-01,
CUST_205450,65+,Male,Azerbaijan,2022-12,
CUST_205453,55-64,Male,Bulgaria,2022-04,
CUST_205459,65+,Female,Turkey,2022-12,
CUST_2054607,65+,Male,Turkey,2022-12,
CUST_205463,35-44,Male,Turkey,2022-07,
CUST_205465,65+,Female,Germany,2022-11,
CUST_205467,25-34,Male,Germany,2022-02,
CUST_2054670,35-44,Female,Greece,2022-12,
CUST_205479,45-54,Male,Kosovo,2022-01,
CUST_205497,25-34,Female,Turkey,2022-08,
CUST_205501,65+,Female,Netherlands,2022-09,
CUST_205511,65+,Female,Turkey,2022-01,
CUST_205513,25-34,Male,Azerbaijan,2022-05,
CUST_205523,45-54,Female,Netherlands,2022-01,
CUST_205524,55-64,Female,Italy,2022-01,
CUST_205528,35-44,Female,Turkey,2022-02,
CUST_205533,45-54,Female,Turkey,2022-03,
CUST_205542,35-44,Male,Kosovo,2022-02,
CUST_205543,25-34,Female,Turkey,2022-02,
CUST_205544,65+,Female,Bulgaria,2022-01,
CUST_205545,45-54,Female,Poland,2022-02,
CUST_205546,18-24,Male,Romania,2022-11,
CUST_205547,55-64,Male,Azerbaijan,2022-11,
CUST_205552,35-44,Male,Greece,2022-05,
CUST_205554,35-44,Male,Turkey,2022-01,
CUST_205557,18-24,Female,Italy,2022-07,
CUST_205561,45-54,Male,Germany,2022-06,
CUST_205566,45-54,Female,Germany,2022-01,
CUST_205575,35-44,Female,Turkey,2022-11,
CUST_205577,35-44,Male,Greece,2022-01,
CUST_205579,35-44,Male,Kosovo,2022-01,
CUST_205584,55-64,Male,Turkey,2022-01,
CUST_205592,65+,Female,Turkey,2022-12,
CUST_205593,25-34,Female,Turkey,2022-12,
CUST_205594,65+,Male,Kosovo,2022-01,
CUST_205596,35-44,Male,Netherlands,2022-01,
CUST_205597,55-64,Female,Germany,2022-01,
CUST_205598,18-24,Female,Bulgaria,2022-02,
CUST_205599,65+,Female,Bulgaria,2022-02,
CUST_205600,25-34,Male,Turkey,2022-06,
CUST_205602,65+,Male,Kosovo,2022-01,
CUST_205604,55-64,Female,Germany,2022-01,
CUST_205605,45-54,Male,Greece,2022-01,
CUST_205607,55-64,Male,Bulgaria,2022-01,
CUST_205609,65+,Male,Germany,2022-01,
CUST_205621,55-64,Female,Poland,2022-03,
CUST_205659,65+,Male,Greece,2022-01,
CUST_205664,35-44,Female,Germany,2022-03,
CUST_205666,35-44,Male,Azerbaijan,2022-02,
CUST_205677,65+,Male,Azerbaijan,2022-02,
CUST_205681,35-44,Male,Bulgaria,2022-01,
CUST_2056810,45-54,Male,Turkey,2022-04,
CUST_205681000640,45-54,Male,Azerbaijan,2022-12,
CUST_205689,55-64,Male,Kosovo,2022-01,
CUST_205695,65+,Male,Greece,2022-02,
CUST_205706,35-44,Female,Bulgaria,2022-05,
CUST_205731,55-64,Male,Germany,2022-06,
CUST_205732,45-54,Female,Bulgaria,2022-06,
CUST_205737,25-34,Female,Bulgaria,2022-01,
CUST_205741,55-64,Male,Turkey,2022-05,
CUST_205745,25-34,Female,Kosovo,2022-12,
CUST_205746,65+,Female,Kosovo,2022-01,
CUST_205752,45-54,Male,Italy,2022-01,
CUST_205774,35-44,Male,Netherlands,2022-12,
CUST_205779,25-34,Male,Germany,2022-01,
CUST_205784,18-24,Male,Poland,2022-04,
CUST_205787,25-34,Female,Germany,2022-11,
CUST_205788,65+,Male,Greece,2022-01,
CUST_205793,45-54,Male,Bulgaria,2022-01,
CUST_205798,65+,Male,Greece,2022-12,
CUST_205800,45-54,Female,Azerbaijan,2022-08,
CUST_205803,55-64,Male,Netherlands,2022-03,
CUST_205812,55-64,Male,Bulgaria,2022-11,
CUST_205815,55-64,Male,Greece,2022-07,
CUST_205821,18-24,Female,Greece,2022-03,
CUST_205823,65+,Female,Germany,2022-01,
CUST_205828,55-64,Male,Germany,2022-01,
CUST_205829,55-64,Female,Netherlands,2022-01,
CUST_205831,55-64,Female,Turkey,2022-01,
CUST_205840,18-24,Female,Turkey,2022-05,
CUST_205844,55-64,Female,Greece,2022-09,
CUST_205845,45-54,Male,Turkey,2022-02,
CUST_205851,45-54,Male,Greece,2022-09,
CUST_205854,45-54,Female,Kosovo,2022-09,
CUST_205857,65+,Male,Germany,2022-08,
CUST_205860,45-54,Female,Bulgaria,2022-01,
CUST_205875,45-54,Male,Germany,2022-01,
CUST_205878,55-64,Female,Bulgaria,2022-02,
CUST_205879,35-44,Male,Romania,2022-01,
CUST_205888,45-54,Female,Turkey,2022-01,
CUST_2058880,55-64,Female,Turkey,2022-04,
CUST_205891,65+,Male,Italy,2022-04,
CUST_205896,35-44,Male,Germany,2022-01,
CUST_205898,45-54,Male,Germany,2022-01,
CUST_205900,45-54,Male,Bulgaria,2022-01,
CUST_205905,55-64,Male,Bulgaria,2022-01,
CUST_205906,35-44,Female,Bulgaria,2022-08,
CUST_205925,25-34,Male,Netherlands,2022-01,
CUST_205929,55-64,Male,Turkey,2022-01,
CUST_205933,35-44,Male,Bulgaria,2022-01,
CUST_205944,65+,Male,Netherlands,2022-12,
CUST_205945,55-64,Male,Greece,2022-07,
CUST_205946,55-64,Male,Greece,2022-10,
CUST_205952,65+,Male,Netherlands,2022-10,
CUST_205953,65+,Female,Turkey,2022-01,
CUST_205958,45-54,Female,Greece,2022-01,
CUST_205959,65+,Female,Germany,2022-01,
CUST_205960,25-34,Male,Germany,2022-01,
CUST_205966,18-24,Female,Kosovo,2022-01,
CUST_205972,55-64,Male,Kosovo,2022-10,
